ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/13/2015 12:33:00 PM,02/13/2015 12:45:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,Spanish,Retired,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$50,000 to $59,999",High school graduate,,T6V,70-74
02/13/2015 11:48:00 PM,02/14/2015 12:25:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T6J,30-34
02/10/2015 07:28:00 PM,02/10/2015 07:42:00 PM,Residential property,Within the last 6 months,3 Neither,2 Somewhat Disagree,1 Strongly Disagree,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,Negative,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6H,45-49
02/11/2015 10:14:00 PM,02/11/2015 10:36:00 PM,Residential property,Within the last year,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,Mac (OS X),Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,Yes,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",College / technical school graduate,No,T5N,75-79
02/10/2015 11:12:00 PM,02/10/2015 11:28:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,No,Greater than 5 years,No,Panjabi (Punjabi),Retired,No,Car/truck/Van as DRIVER,Public Transit,"Under $20,000",High school graduate,,T5B,70-74
02/10/2015 05:22:00 PM,02/10/2015 05:31:00 PM,Residential property,Within the last year,3 Neither,3 Neither,2 Somewhat Disagree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T5N,60-64
02/10/2015 05:39:00 PM,02/10/2015 05:48:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$50,000 to $59,999",College / technical school graduate,Yes,T5B,25-29
02/12/2015 06:17:00 PM,02/12/2015 06:36:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,No,T6B,40-44
02/10/2015 04:22:00 PM,02/10/2015 04:36:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,No,T6H,30-34
02/13/2015 01:01:00 PM,02/13/2015 01:07:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,No,Between 1 to 2 years,No,English,Employed part-time (0-30 hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,"Under $20,000",Post-graduate degree,No,T6H,25-29
02/10/2015 06:09:00 PM,02/10/2015 06:19:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/van as PASSENGER,Public Transit,"$40,000 to $49,999",High school graduate,,T5M,65-69
02/10/2015 04:17:00 PM,02/10/2015 04:26:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/van as PASSENGER,Public Transit,"$150,000 and over",Post-graduate degree,No,T6H,25-29
02/10/2015 04:33:00 PM,02/10/2015 04:39:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$50,000 to $59,999",Post-graduate degree,No,T5K,25-29
02/10/2015 04:26:00 PM,02/10/2015 04:36:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,No,No,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,No,T6G,30-34
02/10/2015 10:15:00 PM,02/10/2015 10:22:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T6E,35-39
02/10/2015 11:41:00 AM,02/10/2015 11:52:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T6J,55-59
02/11/2015 11:08:00 AM,02/11/2015 11:16:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Unemployed,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$60,000 to $79,999",College / technical school graduate,,T6E,40-44
02/11/2015 11:33:00 AM,02/11/2015 11:48:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6E,45-49
02/17/2015 12:31:00 PM,02/17/2015 12:37:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Homemaker,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,,T5M,55-59
02/10/2015 08:25:00 PM,02/10/2015 08:38:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T6K,55-59
02/10/2015 11:02:00 PM,02/12/2015 03:28:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Own,Female,,Yes,Greater than 5 years,No,English,High School Student,Yes,Car/truck/van as PASSENGER,Public Transit,Prefer not to answer,High school graduate,,T6W,15-17
02/10/2015 06:58:00 PM,02/10/2015 07:06:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Public Transit,"$100,000 to $149,000",College / technical school graduate,No,T5K,55-59
02/10/2015 04:09:00 PM,02/10/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",University undergraduate degree,No,T6V,40-44
02/10/2015 04:38:00 PM,02/10/2015 04:48:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T5W,40-44
02/10/2015 04:14:00 PM,02/10/2015 04:28:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",College / technical school graduate,No,T6T,30-34
02/10/2015 07:23:00 PM,02/10/2015 07:47:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,No,T5B,40-44
02/10/2015 10:26:00 PM,02/10/2015 10:35:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,Other (Specify),Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$40,000 to $49,999",Post-graduate degree,No,T5H,35-39
02/10/2015 08:48:00 PM,02/10/2015 09:09:00 PM,Residential property,Within the last 3 months,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,3 Neither,4 Somewhat Agree,4 Somewhat Agree,Don't know,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/van as PASSENGER,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T6C,30-34
02/10/2015 11:37:00 PM,02/10/2015 11:46:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,Yes,T6C,45-49
02/10/2015 07:47:00 PM,02/10/2015 08:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T5G,45-49
02/10/2015 06:15:00 PM,02/10/2015 06:41:00 PM,Residential property,Within the last year,5 Strongly Agree,5 Strongly Agree,3 Neither,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Mac (OS X),Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T6H,60-64
02/11/2015 12:58:00 PM,02/11/2015 01:12:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T6H,55-59
02/10/2015 07:35:00 PM,02/10/2015 08:58:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,No,T6E,25-29
02/10/2015 11:15:00 PM,02/10/2015 11:37:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,Yes,No,Greater than 5 years,No,English,Homemaker,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",Post-graduate degree,,T6C,35-39
02/17/2015 11:33:00 AM,02/17/2015 11:46:00 AM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Bicycle,Public Transit,"Under $20,000",University undergraduate degree,No,T6E,25-29
02/10/2015 08:33:00 PM,02/10/2015 08:41:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",High school graduate,No,T6L,25-29
02/10/2015 04:12:00 PM,02/10/2015 04:24:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Rent,Female,No,Yes,Between 3 to 5 years,No,English,Unemployed,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,,T5H,25-29
02/11/2015 08:59:00 AM,02/11/2015 09:54:00 AM,Residential property,Within the last 6 months,5 Strongly Agree,5 Strongly Agree,3 Neither,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Mac (OS X),Desktop,Safari,Own,Female,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$60,000 to $79,999",High school graduate,,T5X,65-69
02/10/2015 05:22:00 PM,02/10/2015 06:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,Yes,German,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,College / technical school graduate,No,T5T,55-59
02/11/2015 08:25:00 AM,02/11/2015 08:35:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,Yes,T6H,25-29
02/10/2015 06:16:00 PM,02/10/2015 07:48:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$20,000 to $29,999",University undergraduate degree,Yes,T5N,18-24
02/16/2015 08:55:00 PM,02/16/2015 09:06:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",College / technical school graduate,No,T6R,40-44
02/11/2015 11:25:00 AM,02/11/2015 12:02:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,"$80,000 to $99,999",High school graduate,Yes,T5E,55-59
02/10/2015 06:17:00 PM,02/10/2015 06:46:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,,T6A,60-64
02/11/2015 08:40:00 PM,02/11/2015 09:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,University undergraduate degree,No,T6A,45-49
02/10/2015 04:47:00 PM,02/10/2015 04:54:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$20,000 to $29,999",University undergraduate degree,Yes,T6L,18-24
02/13/2015 12:30:00 PM,02/13/2015 12:58:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5N,45-49
02/13/2015 11:27:00 PM,02/13/2015 11:36:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,,Female,Yes,Yes,,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",University undergraduate degree,No,,45-49
02/14/2015 11:55:00 PM,02/15/2015 12:19:00 AM,Residential property,Within the last 3 months,5 Strongly Agree,4 Somewhat Agree,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,Negative,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6R,55-59
02/15/2015 08:07:00 PM,02/15/2015 08:35:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Female,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,,T6H,80 and over
02/10/2015 04:35:00 PM,02/10/2015 04:43:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,Yes,T6L,30-34
02/10/2015 05:19:00 PM,02/10/2015 05:25:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Less than 1 year,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,Yes,T5T,30-34
02/11/2015 12:00:00 AM,02/11/2015 12:31:00 AM,Residential property,Within the last year,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,1 Strongly Disagree,1 Strongly Disagree,3 Neither,Don't know,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T6R,60-64
02/10/2015 06:13:00 PM,02/10/2015 06:26:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",Post-graduate degree,Yes,T6C,30-34
02/10/2015 06:26:00 PM,02/10/2015 06:34:00 PM,Residential property,Within the last year,4 Somewhat Agree,4 Somewhat Agree,3 Neither,3 Neither,4 Somewhat Agree,3 Neither,Positive,Mac (OS X),Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",College / technical school graduate,No,T5L,35-39
02/10/2015 06:53:00 PM,02/10/2015 07:02:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$20,000 to $29,999",University undergraduate degree,No,T6J,25-29
